,username,text,created_at
7755,maersk,"Our July #NorthAmerica Market Update is now online! https://t.co/zxiP4M7UYF On the Ocean front, we address British Columbia port disruptions. On Landside, we share “heavy, hard to handle” Q&amp;A . In the Air, we cover how #Maersk is expanding its air cargo services in Atlanta. https://t.co/zbksmNNVGX",2023-07-24T12:44:52.000Z
7756,maersk,"Can your supply chain unlock the power of AI? From real-time insights to better risk management, here are 7 ways #ArtificialIntelligence can boost your #SupplyChain: https://t.co/IgBXMYGhCi

#SupplyChainManagement #MachineLearning #Logistics #IntegratedLogistics #LogisticInsights https://t.co/QjyPiTfspw",2023-07-25T06:00:33.000Z
7757,maersk,"From worldwide semiconductor chip shortages to consumers' higher delivery expectations, technology &amp; electronics businesses are confronted with many logistical challenges. This interactive tutorial demonstrates combining digitalisation with a strategy: https://t.co/uxfxq5YL0r https://t.co/YOhnxZ0NFu",2023-07-25T07:19:26.000Z
7758,maersk,"Flying to new limits☁️
With a passion for #shipping and #logistics, Ntombi, our Customer Success Partner, brings fresh perspectives and a drive to unlock her full potential🎉
👉Read Ntombi´s inspiring journey: https://t.co/EHugZL8wpg
#Maersk #Growth #Culture #People https://t.co/FhhihCQant",2023-07-25T08:29:16.000Z
7759,maersk,Discover how you can reduce the environmental impact of your EV supply chain by collaborating with Maersk and find out more about our goal to achieve carbon neutrality by 2040: https://t.co/kHbEVwzlIz  #Automotive #automotivesupplychain #Alltheway #Maersk #MaerskEurope https://t.co/WXSzyRI7jr,2023-07-25T09:30:06.000Z
7760,maersk,"🎧In this second episode of our Pride@Maersk #Podcast the panel discuss #microaffirmations and #microaggressions and how we can all become better #allies in our day to day lives🤝
Listen to full episode here: https://t.co/kSZ3KqVg8e
#Maersk #Maerskatpride #Inclusion #Diversity https://t.co/72tk9s6qqY",2023-07-25T12:14:24.000Z
7761,maersk,"At the @CEMSecretariat &amp; @missioninnov events in Goa, India, the panels focused on strengthening the global demand signal for #greensteel and financing its #decarbonization by shifting the debate from hard-to-abate to priority-to-abate🌍
Read more: https://t.co/uEjVOcB44G
#Maersk https://t.co/Yy7lO2HJSA",2023-07-26T07:43:10.000Z
7762,maersk,"In their personal #Diversity, #Equity and #Inclusion story, Layla and Santos share what drew them to join #Maersk and how they each can make an impact in their roles as co-chairs of MIX, Maersk Inclusion of Excellence.  👉Read their personal stories here: https://t.co/M1IlOKbvyd https://t.co/pOOFbu5be2",2023-07-26T09:54:02.000Z
7763,maersk,"Top challenges in 'heavy, hard to handle' delivery? We've got insights from #HomeDeliveryWorld conference on cost pressures, omnichannel strategies &amp; shipment visibility. Dive into #Maersk's expertise.
 https://t.co/wA9WsMhk3T #AllTheWay #DeliveryLogistics #H3D #freight https://t.co/11lHNa8fC5",2023-07-26T14:00:08.000Z
7764,maersk,"🎙️ Episode 4 of ""Beyond the Box"" is now live🎧
“When will the blue world go green”? 
Hear from three experts who reflect on this and more.  
👉Listen on Spotify now: https://t.co/903A8EqovA 
#Maersk #podcast #logistics #beyondthebox https://t.co/eUY2ZkBqu4",2023-07-27T06:08:01.000Z
7765,maersk,"The world´s first #containervessel operating on green methanol paves the way for a greener future💚
Currently in Singapore and bound for Copenhagen, the vessel is setting sail on its maiden voyage🚢👏
Learn more: https://t.co/jBBFrM8KGP
#Maersk #Allthewaytozero #Decarbonization https://t.co/ru8gSw4pvS",2023-07-27T08:11:11.000Z
7766,maersk,"A unified brand can combine key strengths to offer a wide range of transportation products &amp; services. In this Pulse #Newsletter, you will receive #LogisticsInsights that will help you navigate today's #SupplyChains &amp; build your #Logistics strategy: https://t.co/8PPjeYpQiJ https://t.co/gGwu6Bntz7",2023-07-28T05:51:35.000Z
7767,maersk,"Acting with constant care is embedded in the culture of Maersk, while our values guide us towards a safe and healthy work environment, offshore as well as onshore💙For Vimal, her career is dedicated to fulfilling our duties of ‘caring’!🤝
#Maersk #Culture #Safety https://t.co/3WKhu9KLon",2023-07-28T07:07:31.000Z
7768,maersk,"Venta #Maersk is shining brighter than ever!🌟 
A massive shoutout to the hardworking crew for their relentless efforts in giving Maersk Venta a well-deserved #makeover, leaving no detail overlooked🎨
Constant care pays off, and we're ready to sail with our name clear and bright! https://t.co/qNttDO1ybN",2023-07-28T11:19:51.000Z
7769,maersk,"What does global trade mean for a company like Maersk?🌐 
Henning Morgen, Group Historian at Maersk, elaborates on the impact we have on global trade. 
#Supplychain #Logistics #Operations #Transportation #Globaltrade #Cargo #Maersk https://t.co/Zt6FZ8EqwX",2023-07-29T07:35:18.000Z
7770,maersk,"Since Uday Gharat was a teenager he has been #motivated by the visionary #star to reach his dreams✨By focusing on continuous #growth, Uday is showing that hard work is key when having a #dream to achieve.
Read Uday´s inspiring story here: https://t.co/RGpyfIFKaX
#Maersk #Career https://t.co/KwLkVGymkZ",2023-07-31T08:19:00.000Z
7771,maersk,"Were you able to bring your true self to work when joining @Maersk 20 years ago?🌈
This is the question we asked Thomas Lindegaard Madsen, Captain at Maersk and member of the LGBTQI+ community🤝🏼
Watch the video to learn more about his experience: https://t.co/N5EKSCitUz
#Pride https://t.co/06xoBV0f19",2023-07-31T10:05:22.000Z
7772,maersk,"Dive into the world of #SupplyChainInnovation at Maersk's Global Innovation Center. Exchange ideas, learn about state-of-the-art technologies and co-create solutions for your supply chain challenges.
https://t.co/hUr7d85Ho0 
#SupplyChainInnovation #MaerskInnovationCenter https://t.co/eXjZrVurQN",2023-07-31T14:00:08.000Z
7773,maersk,@GurkanDevrim @gemitrafik @GemiJurnali @ertugrulbirel @MarineTraffic Great picture💙,2023-07-31T15:01:26.000Z
7774,maersk,"⚡ The future of the European #EV market is electric, according to Maersk's global director of automobile Toni Fondevilla, who discusses electrification in the automobile sector &amp; anticipates the future of EV supply chains. Watch the entire video: https://t.co/NW8HnlMvw8 #Maersk https://t.co/xnIWQBFxCC",2023-08-01T06:28:07.000Z
7775,maersk,"20 years ago, Rabab Boulos joined #Maersk as a Trainee. Having spent her entire #career within the company, Rabab has experienced Maersk’s cultural transformation firsthand and sees a great change in our #diversity and #inclusion💙
👉Watch full interview: https://t.co/QNqGKNqTDk https://t.co/vAdaaLIRhr",2023-08-01T08:16:32.000Z
7776,maersk,"In this episode of our Pride@Maersk #Podcast the panel discuss the significance of the Stonewall Uprising and how the events would fundamentally change the discourse surrounding #LGBTQ+ activism in the United States🌈
🎧Listen to the full episode here: https://t.co/SGN9bl6xAk https://t.co/MfW5Hx7IHw",2023-08-01T12:16:47.000Z
7777,maersk,"Cooking across the world👨‍🍳

#Cooking for a #multicultural crew for months at a time is no easy task, but #ChiefCook Mitchelle has single-handedly and successfully taken on the challenge, and with the support of the crew, time seems to be flying by.
#Maersk #Lifeatsea https://t.co/Cvd3p3ZNAY",2023-08-02T07:43:15.000Z
7778,maersk,"How has the retail industry in Pakistan managed to sustain itself despite ongoing challenges? 
 
Visit: https://t.co/iv0S2IJ5zU to learn about the 4 key trends that are responsible for this.

#Retail #ecommerce #Insights #supplychain #trulyintegratedlogistics #Maersk #alltheway https://t.co/M4qoC0cgad",2023-08-02T11:01:04.000Z
7779,maersk,"🌊@TheOceanCleanup reaches a remarkable milestone in Guatemala! Over 1,000 truckloads of trash have been removed from the Rio Las Vacas.
We continue to support, and we are proud partners in this important mission together with The Ocean Cleanup.
#Maersk #Oceanhealth #Plasticwaste https://t.co/2yrVzrjZC2",2023-08-02T12:28:45.000Z
7780,maersk,"Let's Talk FMCG ​Part 1  - Listen to Gunnar Pflanz, Global Vertical FMCG Manager at A.P. Moller - #Maersk, as he discusses how #FMCG #supplychains can adapt to changing dynamics and demands.   Watch the full video here: https://t.co/Bf6R1N6w4s https://t.co/Lr8oaoPh9X",2023-08-03T05:28:49.000Z
7781,maersk,"What is Omni-commerce? How is it different from Omnichannel?
 
Learn what our experts say by visiting Maersk's Logistics Insights page https://t.co/qRptTjrfzr
  
#omnicommerce #omnichannel #customerexperience #integratedlogistics #maersk #alltheway",2023-08-03T06:36:39.000Z
7782,maersk,"When Amira Voss joined #Maersk, she found a vibrant #culture, #WorkLifeBalance, and an international environment where #diversity thrives💙
👉Read Amira’s personal story: https://t.co/SCtrqnNMRM

#DEI #MIX #DiversityAndInclusion #Inclusionmatters https://t.co/PPJDRdiCsX",2023-08-03T08:09:44.000Z
7783,maersk,"We are revolutionising decision-making in supply chain #logistics using #DigitalTwins technology to track, predict, and optimize the performance of our physical assets in real-time, making our customers' supply chains more resilient and flexible👉🏽https://t.co/5kGovGjeXC…
#maersk https://t.co/4h8c4LnBbX",2023-08-03T10:15:31.000Z
7784,maersk,"Welcome home to @onceuponasaga after 10 years on the road visiting every country without using an airplane! We're proud to have played a part in his journey, especially bringing Thor home to Denmark sailing on board our vessel Milan #Maersk from Malaysia to the port of Aarhus💙 https://t.co/X79YKQTb4P",2023-08-03T14:12:53.000Z
7785,maersk,"📢 Maersk reports robust Q2 financial results, while the ongoing market normalisation continued through the quarter leading to lower volumes and lower rates. For the full-year 2023, #Maersk raises its financial guidance. Read press release: https://t.co/8Gtk3KztNb

#MaerskResults https://t.co/A3GbJPecPV",2023-08-04T06:07:02.000Z
7786,maersk,"The #Maersk team continues to respond decisively to the challenging market conditions, securing a robust financial results in the second quarter of 2023🤝🏼

#maerskresults #supplychain #integratedlogistics #teamwork https://t.co/dA8sPVCEWk",2023-08-04T08:03:28.000Z
7787,maersk,"It’s summer holiday time 🏖️Do you check your work emails when on vacation?
#worklifebalance #offlineadventures #businessowner #emailsinparadise",2023-08-04T12:12:32.000Z
7788,maersk,"Well done team👏🏼

The crew of Maersk Herrera have completed their work at the drydock and is now ready to return to serving our customers at sea🌊🚢 

Thank you 2nd Engineer Rajan for sharing this milestone with us📸

#Maersk #Vessel #Drydock #Seafarers https://t.co/4PKw65Ed6z",2023-08-05T08:07:56.000Z
7789,maersk,"With #Growth in #eCommerce, out-of-home delivery like parcel lockers have gained popularity. Although consumer readiness is high, these deliveries are yet to reach their full potential. Here’s how to change that: https://t.co/IAlDNkCAnV

#SupplyChainManagement #LogisticInsights https://t.co/eF36m5ilPb",2023-08-06T09:00:06.000Z
7790,maersk,"Listen to Gunnar Pflanz, Global Vertical FMCG Manager at A.P. Moller - Maersk, as he talks about how Maersk can help you maximise product availability and optimise supply chain costs.   Watch the full video here https://t.co/rlfNJ4Dyt6   #FMCG #Logistics #Maersk #Alltheway https://t.co/OGkStap5bm",2023-08-07T05:00:00.000Z
7791,maersk,"📢 We are pleased to announce our gold sponsor partnership at @Drapers Inner Circle Summit this year’s, taking place on 8 November at the Ham Yard Hotel, London. 👗👓👞 Read the five ways logistics can support a sustainable fashion revolution: 👉: https://t.co/1a2LOxfGhg #Maersk https://t.co/jreRwZUxSt",2023-08-07T07:00:08.000Z
7792,maersk,"Welcome to the World of Maersk!🌎 Visit our global headquarter and our port in Aarhus in Denmark, our main office in Santiago, Chile, and the motorbike-frenzy of Ho Chi Minh City in Vietnam. Discover how these three seemingly distant countries are connected by #Maersk🌟 https://t.co/NFhzleCbkM",2023-08-07T09:26:33.000Z
7793,maersk,"#Technology plays a key role in #EV #SupplyChains. To provide visibility the latest technology is required. Tune in with 3Maersk’s global head of Automotive to hear more about the role of technology, watch the full video here: https://t.co/cuIRLwMNuA https://t.co/MTUFa88Dls",2023-08-08T07:01:37.000Z
7794,maersk,"How are digital twins delivering value at Maersk?🌐
This is what Holly Landry, Chief Data Officer at #Maersk, brought insight to during a panel discussion at the @EconomistEvents Enterprise Metaverse Summit. Watch the panel here 👉🏽 https://t.co/M97AtKxQs9

#Maersktech #technology https://t.co/KedKJh0CQY",2023-08-08T08:37:00.000Z
7795,maersk,"How can technology benefit the Chemical industry?  
 
Integrating digital tools will ensure a more predictable, secure and climate-friendly future for chemical supply chains. 
  
Read more https://t.co/rmhjqHNq4J 
 
#Maersk #AllTheWay #IntegratedLogistics #Chemicals https://t.co/cH0mVf91iT",2023-08-08T10:50:19.000Z
7796,maersk,"The world of technology &amp; electronics is defining our future with breakthroughs that can change the way we live, work at an unprecedented rate. But can their supply chains keep pace with the progress? Read about key strategies for a new era: https://t.co/TQu558LyKE #Maersk https://t.co/BuSw8ydxzw",2023-08-08T11:12:10.000Z
7797,maersk,"75% of global consumers say they feel better about businesses that improve for #Sustainability. Here’s why you need to join other partners to drive innovation &amp; growth, and knowledge sharing: https://t.co/5obtMQTOPh #SupplyChainManagement #IntegratedLogistics #LogisticInsights https://t.co/zkpMGgXh1X",2023-08-08T12:30:00.000Z
7798,maersk,"Intermodal transportation moves freight by two or more forms of transport and can be any combination of truck, rail, barge or ocean. Learn about 6 main reasons to choose ocean &amp; inland integrated transportation in the article below. Click here: https://t.co/A6ex9GJxOj   #Maersk https://t.co/MikUunq2zx",2023-08-09T05:37:21.000Z
7799,maersk,Have you followed the news of the world's first green fuel container vessel?🌱 The milestone is one of only a few propulsion revolutions in our more than 100 year-old history. Our #Maersk Historian explains below👇🏽Learn about the new green fuel vessels: https://t.co/jBBFrM8KGP https://t.co/b9e7kZOzTG,2023-08-09T08:37:06.000Z
7800,maersk,"Another incredible extraction by The Ocean Cleanup🗑️🌊 We are on board as proud partners in the effort to remove plastic waste from the oceans and look forward to see the new system 03 in action.

#sustainability #environment #plasticwaste #theoceancleanup #maersk https://t.co/UpBj4wYTlC",2023-08-09T17:54:23.000Z
7801,maersk,"🎙️ Episode 4 of ""Beyond the Box"" is already streaming🌊“When will the blue world go green”?  
Hear from three experts who reflect on this and more👉 https://t.co/903A8EqWl8 
#Maersk #podcast #logistics #beyondthebox https://t.co/q7h5nBStug",2023-08-10T06:00:00.000Z
7802,maersk,"Don't miss this epic battle between tech leaders in a game while discussing UX in fulfilment software!🔥 Watch #Maersk's Scott Horn, and @Workday's Tammy Snow  go head-to-head and gain valuable insights🧐 Click the link for more👉🏽
https://t.co/p9vjngDAl1… 

#Head2Head #tech #ux https://t.co/V04IKgU0za",2023-08-10T11:00:00.000Z
7803,maersk,A closer look at #Maersk's green methanol container vessel - the world's first - from when it first touched water during sea trial to its arrival at Shanghai to get cargo on board. Learn about this milestone to decarbonize ocean transport and logistics🌱: https://t.co/jBBFrM9iwn https://t.co/CAU00gdDoE,2023-08-11T08:00:01.000Z
7804,maersk,"Celebrate your true colors!🧡💛💚💙💜 Accompanied by our #rainbow containers #Maersk colleagues in Manila, Philippines recently celebrated the importance of #diversity, #equity and #inclusion in the workplace. Learn more https://t.co/CF0o1MErwg #Pride https://t.co/zkINDTENtA",2023-08-11T11:36:49.000Z
7805,maersk,"Let's Talk FMCG - Listen to Gunnar Pflanz, Global Vertical FMCG Manager at A.P. Moller – Maersk, Learn how Maersk’s Lead Logistics Solutions connect the dots, provide transparency, and manage the FMCG supply chain from field to shelf. Watch: https://t.co/zBlgVmdkFg https://t.co/uMKhXMnQXo",2023-08-14T06:00:00.000Z
7806,maersk,"Are you familiar with Italian ‘Pasta al Pesto’ and Filipino ‘Lumpia’? 
We asked our coworkers Samantha Sieli and Sheena Grace Atienza, to share a glimpse into their cultures’ cuisines🍝🥟
👉Watch the full video here: https://t.co/jabnQYGQfo
#Maersk #MaerskFoodies #Culture https://t.co/mS5QLiecSH",2023-08-14T07:21:49.000Z
7807,maersk,"Retail Week's latest report celebrates 15 global retail leaders transforming supply chains, co-sponsored by #Maersk. Gain insights from trailblazing pioneers driving sales growth through supply chain innovation. Download the report now: https://t.co/PvGJ96kMWX #AllTheWay https://t.co/UCA0VMaRGD",2023-08-14T08:00:06.000Z
7808,maersk,"Step aside! Chastine #Maersk is coming through on her way to the Port of Nansha in China🌍 It is the only deep-water container terminal on the West Pearl River Delta region - capable of accommodating massive vessels like our Triple E’s🚢

📸@white_whale_holy_grail (Instagram) https://t.co/0qF6f3M2vV",2023-08-14T10:28:17.000Z
7809,maersk,"Beyond speed &amp; reliability #MaerskAirFreight can be combined with our end-to-end #IntegratedLogistics services like #LCL, #Customs &amp; Warehousing, to leverage efficiencies to build a smoother, more streamlined #SupplyChain. Learn more here: https://t.co/X7qPGCILSo #AirServices https://t.co/eOggN5Bx6N",2023-08-14T12:00:06.000Z
7810,maersk,"🤖 @FT explores how multinationals are using generative #AI to optimize #supplychains, featuring our CTIO Navneet Kapoor with insights on #chatbots and software developments at Maersk.  
🌐Discover more here: https://t.co/ce0xXdTunk  #Maersk #technology https://t.co/4V5l7W7mKB",2023-08-15T07:30:07.000Z
7811,maersk,"#Technology plays a key role in #EV #SupplyChains. To provide visibility the latest technology is required. Tune in with #Maersk’s Global Head of #Automotive, watch the full video here: https://t.co/fC3NKUmzed

#automotivelogistics #electricvehicles #MaerskEurope https://t.co/zqGwtZhf6L",2023-08-15T09:10:40.000Z
7812,maersk,Going #sustainable can seem complex. But taking on one eco-friendly initiative at a time will get you closer to it. This Whitepaper simplifies how your automotive logistics can become as sustainable as your vehicles. Download Whitepaper: https://t.co/mh1l5COmUK #Maersk https://t.co/0NcXkUHvID,2023-08-15T10:30:00.000Z
7813,maersk,"Celebrating #WomensMonth in South Africa!🌟 Recognized among top #Genderempowered Companies in #Transport &amp; #Logistics, we honor our colleague Nokuphiwa Khumalo, featured in Standard Bank Top Women Leaders 18th Edition for her impactful journey 👉https://t.co/ITwZ3fXt3K
#Maersk https://t.co/Z50BaiQEZ0",2023-08-16T05:12:25.000Z
7814,maersk,"As Pakistan’s economy continues to recover, it’s important to take a note of what’s the future of the retail landscape looks like there. 
 
Visit Maersk Insights Hub here: https://t.co/zN81NLzvJP 
 
#retail #forecast #warehousing #integratedlogistics #maersk #alltheway https://t.co/u0yhZsXSXE",2023-08-16T06:27:58.000Z
7815,maersk,"For the past decade Torbjørn Pedersen has been on a mission to visit every country in the world in one unbroken journey, completely without flying🌍Throughout his journey, Thor has sailed onboard numerous #Maersk vessels to visit destinations he was unable to reach by land🚢 https://t.co/DzIyYL8E9C",2023-08-16T08:12:49.000Z
7816,maersk,"A #logistics love story💙
From humble beginnings to #Maersk Area Head of Finance UKI, Nishat Neelay Deshmukh tells an inspiring story about #relationships and life coming full circle.
👉Read this month’s Women in Logistics here:
https://t.co/YKpBYpAMrj
#WomenInLogistics https://t.co/mmqWsa0AuE",2023-08-17T08:35:33.000Z
7817,maersk,"Greetings from Captain Brian Sørensen, sailing the world's first container vessel sailing on green methanol👋🚢 The vessel has completed the first part of its maiden voyage, all the way from Shanghai to Singapore🌍 

#Maersk #Allthewaytozero #Decarbonization #Sustainability https://t.co/vmdfEuCrp9",2023-08-17T11:36:10.000Z
7818,maersk,"We are proud to share that Trine Hoffmann, Diversity &amp; Inclusion Manager at #Maersk, is the winner of @DanishShipping  DEI Award 2023🙌  

Trine makes a great difference for our organisation and a huge amount of colleagues every day 💫

Congratulations 👏🏼

 #Inclusion #Diversity https://t.co/t7zVFJWr3z",2023-08-18T04:49:50.000Z
7819,maersk,"🛳Navigating the iconic #SuezCanal. Watch the world’s first methanol container vessel voyage through the fastest maritime crossing connecting East and West continents🌍

Our methanol vessel is on her maiden voyage, watch this space for more updates.
#Maersk #Allthewaytozero https://t.co/rDBm4q15B7",2023-08-18T07:48:46.000Z
7820,maersk,"“In a year from now, I want to...”

#Maersk #Poll #Career #Careergrowth",2023-08-18T11:03:02.000Z
7821,maersk,"Our dedicated efforts in Alang, India's hinterland, have garnered recognition for the second consecutive year at the 7th CSR Health Impact Awards👏🏽
This award validates our impactful work and inspires us to keep striving for an even greater community impact #CSRHealthImpactAwards https://t.co/4gDtM0L9lc",2023-08-19T11:19:52.000Z
7822,maersk,"Today #Maersk colleagues helped celebrate and support the importance of #diversity, #equity and #inclusion as part of the 2023 Copenhagen Pride parade. We are proud to be an official partner of #CPHpride and a corporate ally to the LGBTQ+ community🤝🏼🏳️‍🌈
 #PrideAtMaersk https://t.co/1vCER99LY1",2023-08-19T14:53:02.000Z
7823,maersk,"Cut flower trade from Africa to Europe is on the rise. It’s crucial for the flowers to be transported in optimal temperatures to achieve their desired lifespan. Here’s how #ColdChainLogistics can keep flowers fresh:
https://t.co/lvnTz7RFLq #SupplyChainManagement #LogisticInsights https://t.co/FONIOVveDV",2023-08-20T08:00:05.000Z
7824,maersk,"Part 4 Let's Talk FMCG Listen to Gunnar Pflanz, Global Vertical #FMCG Manager at A.P. Moller - Maersk, as he discusses how #Maersk is delivering visibility to enhance supply chain outcomes for our customers.    Watch the full video here: https://t.co/5Xs381kBWR #AllTheWay https://t.co/JrUWCu5urq",2023-08-21T06:00:01.000Z
7825,maersk,"We are strengthening our distribution network in India with more than 500 #ElectricVehicles🚛

Highlights include:
📍 26 cities
⚖ Capacity of 550 to 700 Kgs
💨 A driving range of over 120 km
🌍 First, middle and last mile delivery

Learn more: https://t.co/rDdngLLds4

#Maersk https://t.co/Ec5vrfTEyl",2023-08-21T09:13:34.000Z
7826,maersk,"Thank you @DanishShipping and congratulations to our DEI Manager for Marine People, Trine Hoffmann,  for bridging the gap between sea and land, championing the voices, needs, challenges, and aspirations of our invaluable seafarers⭐ 👏🏼

#maersk #diversity #inclusion https://t.co/ZRfXW7fCSy",2023-08-21T19:22:52.000Z
7827,maersk,"Disruptions occur yet only 6% of businesses have visibility of their supply chain. The key to #SupplyChain #Resilience is it allows you to control, plan &amp; lead business operations more efficiently. Here’s how: https://t.co/ClQwu5mVCn 

#SupplyChainManagement #LogisticsInsights https://t.co/N7RYJvV9Ku",2023-08-22T06:30:00.000Z
7828,maersk,Get the latest data from European businesses and find out more on the future of emissions visibility in our free-to-download 'Sustainability for European Businesses: Data-Lad Report 2023': https://t.co/97grmc6cZM #Maersk #AllTheWay https://t.co/E7y1Ib0e4R,2023-08-22T07:30:00.000Z
7829,maersk,"Have you ever heard of a Digital Twin?👩‍💻⚡
#DigitalTwins are virtual models of the real world that allow you to visualize, test and explore new ideas without disrupting real processes. Jonas Edsman, Data Lead for Digital Operations at #Maersk, explains further👇🏽#Maersktech https://t.co/W0oHRt1lWM",2023-08-22T09:26:16.000Z
7830,maersk,"On his final stretch through South America, #Maersk Product Manager Julian Pueschel visits the foundation @amigosdelmarONG to learn how they help children with education, and involves them in water sports and beach cleanings. Catch the full episode here: https://t.co/p4qPh2N4kd https://t.co/u8jAxvPbSr",2023-08-22T12:39:38.000Z
7831,maersk,"We offer our North American, Asian &amp; European customers complete visibility of their parcel's journey when selling to the European market with #Maersk’s E-Commerce #logistics  product and providing visibility into the #emissions created from the journey 🌍
https://t.co/H64ImTVd1y https://t.co/vozQBqHPAG",2023-08-23T07:55:09.000Z
7832,maersk,"Achieving 100% sustainability may appear impossible. However, implementing one green initiative at a time can make it a reality. This Whitepaper demystifies the journey to achieving end-to-end sustainability in your automotive logistics. Download: https://t.co/855hYycpaF #Maersk https://t.co/I4G8TZFih3",2023-08-23T09:30:24.000Z
7833,maersk,🔍🍃 Get the latest data from European businesses and find out more on the future of emissions visibility in our free-to-download 'Sustainability for European Businesses: Data-Lad Report 2023': https://t.co/30dXDk1jvT #Maersk #MaerskEurope #AllTheWay #Sustainability https://t.co/PPf55iFRXN,2023-08-23T09:52:02.000Z
7834,maersk,@kdgupta6333 Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention.,2023-08-23T11:21:11.000Z
7835,maersk,"@Dinesh79340886 @MaerskNAM @MaerskIndia @MaerskSupply Hi Dinesh, please do not engage with the site as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. You can find information on how to identify fake websites here: https://t.co/fLzxxcjMh4",2023-08-24T08:22:21.000Z
7836,maersk,"@Luckylife22112 Hi Lucky, we are investigating this case further. Thank you for bringing it to our attention.",2023-08-24T08:24:11.000Z
7837,maersk,"@VarunAkkii @Sasi_msec Hi Varun, please do not engage with the content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. You can find information on how to identify fake websites here: https://t.co/fLzxxcjMh4",2023-08-24T08:25:19.000Z
7838,maersk,"@kdgupta6333 Hi Gupta, please do not engage with the site as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. You can find information on how to identify fake websites here: https://t.co/fLzxxcjMh4",2023-08-24T08:26:31.000Z
7839,maersk,"@dodlasri Hi there, please do not engage with the content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. You can find information on how to identify fake websites here: https://t.co/fLzxxcjMh4",2023-08-24T08:27:01.000Z
7840,maersk,"How does a pair of sneakers that are produced on the other side of the world reach your front door?👟

Influencer Maria Jarjis has set out to investigate this 🔎Come behind the scenes and see how #Maersk transports goods around the world🌍
See more here: https://t.co/IFiqWw9VC0 https://t.co/FD6B4CVpyI",2023-08-24T08:39:28.000Z
7841,maersk,@helpme_tata @RBI @MaerskIndia @Cybercellindia @Cyberdost Please do not engage with the site as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please check the following website to avoid similar situations: https://t.co/wabHzvywrQ,2023-08-24T09:20:21.000Z
7842,maersk,@Ajeet_keharwala Please do not engage with the site as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following website to learn how to avoid similar situations: https://t.co/fLzxxcjMh4,2023-08-24T09:21:59.000Z
7843,maersk,@kdgupta6333 Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. See the following website to learn how to identify fake websites: https://t.co/fLzxxcjMh4,2023-08-24T09:24:14.000Z
7844,maersk,@prataprathor_ Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-24T09:27:25.000Z
7845,maersk,@Saurabhy4852 Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-24T09:28:42.000Z
7846,maersk,"A step forward in our journey #AllTheWaytoZero!💚 Being part of something new, and looking after the legacy we are leaving future generations, is what motivated C/E Flemming Christensen to join the crew of the world’s first container vessel sailing on green methanol.

#Maersk https://t.co/62MEiOVS1c",2023-08-24T10:04:41.000Z
7847,maersk,"Cecilie Mærsk during the early days of #containerization🚢🕰Built in 1967, she joined our fleet 164 meters long, capable of carrying 1222 TEUs. Click through the images to go inside the vessel and see its radio room, the galley, and the control panel in the engine room.
#Maersk https://t.co/TrrtYrGodp",2023-08-25T07:00:00.000Z
7848,maersk,@Kamlesh73904799 @ET_Infra Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-25T08:57:49.000Z
7849,maersk,@Kamlesh73904799 Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-25T08:57:58.000Z
7850,maersk,@m_team_creation Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-25T08:58:07.000Z
7851,maersk,@mdshadabtyagi5 Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-25T08:58:29.000Z
7852,maersk,@3plipl Please do not engage with this content as this is not official A.P. Moller - Maersk communication. We are investigating this case further. Thank you for bringing it to our attention. Please visit the following link to learn how to identify a fake website: https://t.co/fLzxxcjMh4,2023-08-25T08:58:47.000Z
